Plant,Root Type,Stem / Growth Form,Leaf Traits,Reproductive Traits,Stress Tolerance,Special Adaptations,Vegetable,Common Name,Fruit,Medicinal Plant,Commercial Crop,Ornamental Plant,Fodder Crop,Miscellaneous Use
Benincasa hispida      ,"Taproot, shallow       ","Annual vine, up to 3m       ","Broadly ovate, 10-20cm long     ",Yellow flowers; pepo fruits          ,Drought-tolerant; heat-tolerant   ,Waxy fruit coating; long storage             ,0,Benincasa hispida      ,0,0,0,0,0,0
Cajanus cajan          ,"Taproot, fibrous       ","Perennial shrub, up to 2m   ","Trifoliate, 5-15cm long         ",Yellow flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; drought-resistant pods    ,0,Cajanus cajan          ,0,0,0,0,0,0
Canavalia gladiata     ,"Taproot, fibrous       ","Perennial climber, up to 3m ","Trifoliate, 10-20cm long        ",Purple/white flowers; pods with seeds,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; large edible pods         ,1,Canavalia gladiata     ,0,0,0,0,0,0
Coccinia grandis       ,"Taproot, shallow       ","Perennial vine, up to 3m    ","Palmate, 5-10cm wide, lobed     ",Yellow flowers; pepo fruits          ,Drought-tolerant; heat-tolerant   ,Rapid climbing; medicinal fruit              ,1,Coccinia grandis       ,0,0,0,0,0,0
Colocasia esculenta    ,Rhizomatous            ,"Perennial herb, up to 1m    ","Large, arrow-shaped, 20-50cm long ",Spadix with spathe; corms            ,Shade-tolerant; high humidity     ,Edible corms; waterlogging tolerance         ,0,Colocasia esculenta    ,0,0,0,0,0,0
Cucumis melo var. acidulus ,"Taproot, shallow  ","Annual vine, up to 2m       ","Palmate, 5-10cm wide, lobed     ",Yellow flowers; pepo fruits          ,Drought-tolerant; heat-tolerant   ,Pickling quality; rapid fruiting             ,1,Cucumis melo var. acidulus ,0,0,0,0,0,0
Cucumis sativus        ,"Taproot, shallow       ","Annual vine, up to 2m       ","Palmate, 5-10cm wide, lobed     ",Yellow flowers; pepo fruits          ,Moderate drought; warm climates   ,Parthenocarpic potential; quick growth       ,1,Cucumis sativus        ,0,0,0,0,0,0
Curcuma longa          ,Rhizomatous            ,"Perennial herb, up to 1m    ","Ovate-lanceolate, 20-40cm long  ",Cone-like spikes; rhizome propagation ,Shade-tolerant; humid tropics     ,Curcumin content; ornamental value           ,0,Curcuma longa          ,0,0,1,0,0,0
Dioscorea bulbifera    ,"Tuberous, deep         ","Perennial climber, up to 10m","Cordate, 10-20cm long, alternate",Small flowers; bulbils; seeds rare   ,Shade-tolerant; humid conditions  ,Aerial bulbils for propagation               ,0,Dioscorea bulbifera    ,0,0,0,0,0,0
Garcinia cambogia      ,"Taproot, deep          ","Evergreen tree, up to 10m   ","Elliptic, 10-20cm long, glossy  ",Small flowers; berries; bird-dispersed,Shade-tolerant; humid tropics     ,Edible fruit; acid extract for cooking       ,0,Garcinia cambogia      ,0,0,0,0,0,0
Garcinia indica        ,"Taproot, deep          ","Evergreen tree, up to 10m   ","Elliptic, 10-20cm long, glossy  ",Small flowers; berries; bird-dispersed,Shade-tolerant; humid tropics     ,Kokam fruit for preservation; oil content    ,0,Garcinia indica        ,1,0,0,0,0,0
Garcinia mangostana    ,"Taproot, deep          ","Evergreen tree, up to 10m   ","Elliptic, 10-20cm long, glossy  ",Small flowers; berries; bird-dispersed,Shade-tolerant; humid tropics     ,Thick rind protects fruit; sweet pulp        ,0,Garcinia mangostana    ,1,0,0,0,0,0
Garcinia xanthochymus  ,"Taproot, deep          ","Evergreen tree, up to 10m   ","Elliptic, 10-20cm long, glossy  ",Small flowers; berries; bird-dispersed,Shade-tolerant; humid tropics     ,Edible fruit; resin production               ,0,Garcinia xanthochymus  ,1,0,0,0,0,0
Lawsonia inermis       ,"Taproot, fibrous       ","Perennial shrub, up to 2m   ","Ovate, 2-5cm long, glossy       ",Small white flowers; capsules with seeds ,Drought-tolerant; heat-tolerant   ,Dye (henna) from leaves; pest resistance     ,0,Lawsonia inermis       ,0,0,0,0,0,0
Macrotyloma uniflorum  ,"Taproot, fibrous       ","Annual herb, erect up to 0.5m ","Trifoliate, 3-8cm long          ",Pink/white flowers; pods with seeds  ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; drought-resistant seeds   ,0,Macrotyloma uniflorum  ,0,0,0,0,0,0
Mangifera indica       ,"Taproot, deep          ","Evergreen tree, up to 15m   ","Ovate-lanceolate, 10-30cm long  ",Small flowers; drupes; wind-dispersed,Drought-tolerant; tropical        ,Diverse fruit flavors; pest-resistant bark   ,0,Mangifera indica       ,1,0,0,0,0,0
Oryza sativa           ,"Fibrous, shallow       ","Annual grass, up to 1.5m    ","Linear-lanceolate, 20-50cm long ",Panicle with spikelets; seeds         ,Flood-tolerant; tropical climates ,Seed dormancy; high yield varieties          ,0,Oryza sativa           ,0,0,0,0,0,0
Phaseolus lunatus      ,"Taproot, fibrous       ","Annual climber, up to 2m    ","Trifoliate, 5-15cm long         ",White/purple flowers; pods with seeds,Moderate drought; nitrogen-fixing ,Nitrogen fixation; large edible seeds        ,0,Phaseolus lunatus      ,0,0,0,0,0,0
Phyllanthus emblica    ,"Taproot, deep          ","Deciduous tree, up to 10m   ","Simple, 2-10cm long, glossy     ",Small greenish flowers; drupes        ,Drought-tolerant; tropical        ,High vitamin C; fruit astringency            ,0,Phyllanthus emblica    ,1,0,0,0,0,0
Piper nigrum           ,"Fibrous, shallow       ","Woody climber, up to 6m     ","Ovate, 5-15cm long, glossy      ",Spikes of flowers; drupes             ,Shade-tolerant; humid tropics     ,Piperine for defense; symbiotic mycorrhizae  ,0,Piper nigrum           ,0,0,1,0,0,0
Sesamum indicum        ,"Taproot, shallow       ","Annual herb, erect up to 1m ","Ovate-lanceolate, 5-10cm long   ",Tubular flowers; capsules with seeds ,Drought-tolerant; heat-tolerant   ,Oil-rich seeds; drought-resistant            ,0,Sesamum indicum        ,0,0,1,0,0,0
Solanum melongena      ,"Fibrous, shallow       ","Perennial shrub, up to 1m   ","Ovate, 5-15cm long, lobed       ",Purple flowers; berries with seeds    ,Drought-tolerant; heat-tolerant   ,Spines deter herbivores; diverse fruits      ,1,Solanum melongena      ,0,0,0,0,0,0
Solenostemon parviflorus ,"Fibrous, shallow   ","Perennial herb, up to 0.5m  ","Ovate, 5-10cm long, variegated  ",Small flowers; tubers; seed rare      ,Shade-tolerant; humid conditions  ,Edible tubers; ornamental foliage            ,0,Solenostemon parviflorus ,0,0,0,0,0,0
Trichosanthes anguina  ,"Taproot, shallow       ","Annual vine, up to 4m       ","Palmate, 5-10cm wide, lobed     ",White flowers; elongated fruits       ,Drought-tolerant; tropical climates ,Rapid climbing; edible young fruit           ,0,Trichosanthes anguina  ,0,0,0,0,0,0
Vanilla planifolia     ,"Fibrous, shallow       ","Climbing vine, up to 15m    ","Ovate, 5-12cm long, glossy      ",Greenish-yellow flowers; pods         ,Shade-tolerant; humid tropics     ,Vanillin in pods; aerial roots               ,0,Vanilla planifolia     ,0,0,0,0,0,0
Vigna umbellata        ,"Taproot, fibrous       ","Annual climber, up to 2m    ","Trifoliate, 5-15cm long         ",Purple flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; edible beans              ,0,Vigna umbellata        ,0,0,0,0,0,0
Vigna unguiculata      ,"Taproot, fibrous       ","Annual climber, up to 2m    ","Trifoliate, 5-15cm long         ",Purple/white flowers; pods with seeds,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; drought-resistant pods    ,0,Vigna unguiculata      ,0,0,0,0,0,0
Zingiber officinale    ,Rhizomatous            ,"Perennial herb, up to 1m    ","Lanceolate, 15-30cm long        ",Cone-like spikes; rhizome propagation ,Shade-tolerant; humid tropics     ,Gingerols in rhizomes; underground storage   ,0,Zingiber officinale    ,0,0,1,0,0,0
Senna auriculata       ,"Taproot, deep          ","Perennial shrub, up to 3m   ","Pinnate, 5-15cm long, leaflets 6-12 ",Yellow flowers; pods with seeds      ,Drought-tolerant; heat-tolerant   ,Nitrogen fixation; medicinal leaves          ,0,Senna auriculata       ,0,0,0,0,0,0
Sesbania sesban        ,"Fibrous, shallow       ","Perennial shrub, up to 4m   ","Pinnate, 10-20cm long, leaflets 10-20 ",White/pink flowers; pods with seeds  ,Flood-tolerant; nitrogen-fixing   ,Nitrogen fixation; rapid growth              ,0,Sesbania sesban        ,0,0,0,0,0,0
Crotalaria mucronata   ,"Taproot, fibrous       ","Annual herb, erect up to 1.5m ","Pinnate, 5-10cm long, leaflets 3-5 ",Yellow flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; pest-repellent compounds  ,0,Crotalaria mucronata   ,0,0,0,0,0,0
Sesbania aculeata      ,"Fibrous, shallow       ","Annual herb, erect up to 2m ","Pinnate, 10-15cm long, leaflets 10-20 ",Yellow flowers; pods with seeds      ,Flood-tolerant; saline-tolerant   ,Nitrogen fixation; waterlogging tolerance    ,0,Sesbania aculeata      ,0,0,0,0,0,0
Gliricidia maculata    ,"Taproot, deep          ","Perennial tree, up to 10m   ","Pinnate, 15-30cm long, leaflets 10-20 ",Pink/white flowers; pods with seeds  ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; multipurpose wood/leaves  ,0,Gliricidia maculata    ,0,0,0,0,0,0
Indigofera tinctoria   ,"Taproot, fibrous       ","Perennial shrub, up to 1.5m ","Pinnate, 5-10cm long, leaflets 7-13 ",Pink/purple flowers; pods with seeds ,Drought-tolerant; heat-tolerant   ,Nitrogen fixation; dye production            ,0,Indigofera tinctoria   ,0,0,0,0,0,0
Sesbania rostrata      ,"Fibrous, shallow       ","Annual herb, erect up to 2m ","Pinnate, 10-15cm long, leaflets 10-20 ",Yellow flowers; pods with seeds      ,Flood-tolerant; nitrogen-fixing   ,Stem nodules for nitrogen fixation           ,0,Sesbania rostrata      ,0,0,0,0,0,0
Sesbania aegyptiaca    ,"Fibrous, shallow       ","Annual/perennial shrub, up to 3m ","Pinnate, 10-20cm long, leaflets 10-20 ",Yellow flowers; pods with seeds      ,Flood-tolerant; saline-tolerant   ,Nitrogen fixation; rapid biomass production  ,0,Sesbania aegyptiaca    ,0,0,0,0,0,0
Crotalaria juncea      ,"Taproot, fibrous       ","Annual herb, erect up to 2m ","Pinnate, 5-15cm long, leaflets 5-15 ",Yellow flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; high biomass yield        ,0,Crotalaria juncea      ,0,0,0,0,0,0
Tephrosia purpurea     ,"Taproot, deep          ","Perennial herb, up to 1m    ","Pinnate, 5-10cm long, leaflets 5-10 ",Pink/purple flowers; pods with seeds ,Drought-tolerant; heat-tolerant   ,Nitrogen fixation; insect-repellent compounds,0,Tephrosia purpurea     ,0,0,0,0,0,0
Azolla pinnata          ,"Fibrous, floating      ","Aquatic fern, up to 2cm thick ","Small, 1-2cm, overlapping, green ",Sporocarps; vegetative spread        ,Flood-tolerant; high humidity     ,Nitrogen fixation; rapid growth on water     ,0,Azolla pinnata          ,0,0,0,0,0,0
Cynodon dactylon        ,"Fibrous, deep          ","Perennial grass, creeping up to 0.3m ","Linear, 2-15cm long, tough     ",Spike-like racemes; seeds            ,Drought-tolerant; heat-tolerant   ,Stolons/rhizomes for spread; grazing resistant ,0,Cynodon dactylon        ,0,0,0,0,0,0
Cenchrus ciliaris       ,"Fibrous, deep          ","Perennial grass, tufted up to 1.5m ","Linear, 10-30cm long, hairy    ",Spikes with bristles; seeds          ,Drought-tolerant; heat-tolerant   ,Deep roots; palatable forage                 ,0,Cenchrus ciliaris       ,0,0,0,0,0,0
Calliandra calothyrsus  ,"Taproot, deep          ","Perennial shrub, up to 6m    ","Bipinnate, 10-20cm long, glossy ",Red flower heads; pods with seeds    ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; shade-tolerant            ,0,Calliandra calothyrsus  ,0,0,0,0,0,0
Stylosanthes hamata     ,"Taproot, fibrous       ","Perennial herb, erect up to 0.6m ","Trifoliate, 2-5cm long, hairy  ",Yellow flowers; pods with seeds      ,Drought-tolerant; heat-tolerant   ,Nitrogen fixation; seed dormancy             ,0,Stylosanthes hamata     ,0,0,0,0,0,0
Axonopus compressus     ,"Fibrous, shallow       ","Perennial grass, creeping up to 0.2m ","Linear, 5-15cm long, soft      ",Spike-like racemes; seeds            ,Shade-tolerant; moist soils       ,Dense mat for erosion control                ,0,Axonopus compressus     ,0,0,0,0,0,0
Dactylis glomerata      ,"Fibrous, deep          ","Perennial grass, tufted up to 1.2m ","Linear, 10-40cm long, rough    ",Dense panicles; seeds                ,Cold-tolerant; moderate drought   ,Palatable; high yield in cool climates       ,0,Dactylis glomerata      ,0,0,0,0,0,0
Stylosanthes guianensis ,"Taproot, fibrous       ","Perennial herb, erect up to 0.8m ","Trifoliate, 2-6cm long, hairy  ",Yellow flowers; pods with seeds      ,Drought-tolerant; heat-tolerant   ,Nitrogen fixation; weed suppression          ,0,Stylosanthes guianensis ,0,0,0,0,0,0
Brachiaria ruziziensis  ,"Fibrous, deep          ","Perennial grass, tufted up to 1m ","Linear, 10-25cm long, glossy   ",Spike-like racemes; seeds            ,Drought-tolerant; shade-tolerant  ,Rapid regrowth; high biomass                 ,0,Brachiaria ruziziensis  ,0,0,0,0,0,0
Pennisetum pedicellatum ,"Fibrous, deep          ","Annual grass, erect up to 1.5m ","Linear, 15-30cm long, hairy    ",Spikes with bristles; seeds          ,Drought-tolerant; heat-tolerant   ,Quick maturation; grazing tolerance          ,0,Pennisetum pedicellatum ,0,0,0,0,0,0
Sorghum bicolor         ,"Fibrous, deep          ","Annual grass, erect up to 4m ","Linear, 30-120cm long, waxy    ",Panicle with grains; seeds           ,Drought-tolerant; heat-tolerant   ,Stay-green trait; high biomass               ,0,Sorghum bicolor         ,0,0,0,0,0,0
Pennisetum glaucum      ,"Fibrous, deep          ","Annual grass, erect up to 3m ","Linear, 30-100cm long, waxy    ",Cylindrical spike; seeds             ,Drought-tolerant; heat-tolerant   ,Deep roots; dual-purpose (grain/fodder)      ,0,Pennisetum glaucum      ,0,0,0,0,0,0
Vigna unguiculata       ,"Taproot, fibrous       ","Annual climber, up to 2m    ","Trifoliate, 5-15cm long, glossy",Purple/white flowers; pods with seeds,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; palatable leaves          ,0,Vigna unguiculata       ,0,0,0,0,0,0
Zea mays                ,"Fibrous, extensive     ","Annual grass, tall up to 4m ","Broad linear, 50-100cm long    ",Monoecious tassel/ear; kernels       ,Moderate drought; heat-tolerant   ,High biomass; versatile fodder use           ,0,Zea mays                ,0,0,0,0,0,0
Andropogon gayanus      ,"Fibrous, deep          ","Perennial grass, tufted up to 3m ","Linear, 20-50cm long, tough    ",Open panicles; seeds                 ,Drought-tolerant; fire-tolerant   ,Deep roots; fire recovery                    ,0,Andropogon gayanus      ,0,0,0,0,0,0
Desmodium intortum      ,"Taproot, fibrous       ","Perennial herb, trailing up to 1m ","Trifoliate, 3-8cm long, hairy  ",Purple flowers; pods with seeds      ,Shade-tolerant; nitrogen-fixing   ,Nitrogen fixation; soil cover                ,0,Desmodium intortum      ,0,0,0,0,0,0
Setaria sphacelata      ,"Fibrous, deep          ","Perennial grass, tufted up to 2m ","Linear, 20-40cm long, hairy    ",Dense panicles; seeds                ,Drought-tolerant; heat-tolerant   ,Palatable; high dry matter yield             ,0,Setaria sphacelata      ,0,0,0,0,0,0
Tripsacum laxum         ,"Fibrous, deep          ","Perennial grass, erect up to 2.5m ","Linear, 30-60cm long, glossy   ",Spikes with male/female florets      ,Flood-tolerant; heat-tolerant     ,Waterlogging tolerance; perennial growth     ,0,Tripsacum laxum         ,0,0,0,0,0,0
Panicum maximum         ,"Fibrous, deep          ","Perennial grass, tufted up to 3m ","Linear, 30-80cm long, glossy   ",Open panicles; seeds                 ,Drought-tolerant; shade-tolerant  ,High biomass; regrowth after cutting         ,0,Panicum maximum         ,0,0,0,0,0,0
Desmanthus virgatus     ,"Taproot, fibrous       ","Perennial shrub, up to 2m   ","Bipinnate, 5-15cm long, feathery ",Small yellow flowers; pods           ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; hedge plant               ,0,Desmanthus virgatus     ,0,0,0,0,0,0
Brachiaria humidicola   ,"Fibrous, deep          ","Perennial grass, creeping up to 1m ","Linear, 10-25cm long, glossy   ",Spike-like racemes; seeds            ,Flood-tolerant; acid soils        ,Waterlogging tolerance; soil stabilization   ,0,Brachiaria humidicola   ,0,0,0,0,0,0
P. glaucum X P. purpureum ,"Fibrous, deep       ","Perennial grass, erect up to 4m ","Linear, 30-100cm long, waxy    ",Open panicles; seeds                 ,Drought-tolerant; heat-tolerant   ,Hybrid vigor; high yield                     ,0,P. glaucum X P. purpureum ,0,0,0,0,0,0
Themeda triandra        ,"Fibrous, deep          ","Perennial grass, tufted up to 1.5m ","Linear, 20-40cm long, tough    ",Spikes with awns; seeds              ,Drought-tolerant; fire-tolerant   ,Fire resistance; grazing tolerance           ,0,Themeda triandra        ,0,0,0,0,0,0
Pennisetum clandestinum ,"Fibrous, deep          ","Perennial grass, creeping up to 0.3m ","Linear, 5-15cm long, soft      ",Spike-like racemes; seeds            ,Shade-tolerant; moist soils       ,Stolons for spread; dense cover              ,0,Pennisetum clandestinum ,0,0,0,0,0,0
Melinis minutiflora     ,"Fibrous, shallow       ","Perennial grass, tufted up to 1m ","Linear, 10-20cm long, aromatic ",Open panicles; seeds                 ,Drought-tolerant; fire-tolerant   ,Aromatic oils; fire recovery                 ,0,Melinis minutiflora     ,0,0,0,0,0,0
Pennisetum purpureum    ,"Fibrous, deep          ","Perennial grass, erect up to 4m ","Linear, 30-100cm long, waxy    ",Open panicles; seeds                 ,Drought-tolerant; heat-tolerant   ,High biomass; regrowth capacity              ,0,Pennisetum purpureum    ,0,0,0,0,0,0
Brachiaria brizantha    ,"Fibrous, deep          ","Perennial grass, tufted up to 2m ","Linear, 15-30cm long, glossy   ",Spike-like racemes; seeds            ,Drought-tolerant; acid soils      ,Palatable; pest resistance                   ,0,Brachiaria brizantha    ,0,0,0,0,0,0
Brachiaria mutica       ,"Fibrous, deep          ","Perennial grass, creeping up to 1.5m ","Linear, 20-40cm long, glossy   ",Spike-like racemes; seeds            ,Flood-tolerant; heat-tolerant     ,Waterlogging tolerance; high biomass         ,0,Brachiaria mutica       ,0,0,0,0,0,0
Macrotyloma axillare    ,"Taproot, fibrous       ","Perennial herb, trailing up to 1m ","Trifoliate, 3-10cm long, hairy ",Purple flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; climbing habit            ,0,Macrotyloma axillare    ,0,0,0,0,0,0
Arachis pintoi          ,"Taproot, fibrous       ","Perennial herb, creeping up to 0.3m ","Trifoliate, 2-5cm long, glossy ",Yellow flowers; pods underground     ,Shade-tolerant; nitrogen-fixing   ,Nitrogen fixation; soil cover                ,0,Arachis pintoi          ,0,0,0,0,0,0
Vigna umbellata        ,"Taproot, fibrous       ","Annual climber, up to 2m    ","Trifoliate, 5-15cm long, glossy",Purple flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; edible beans              ,0,Vigna umbellata        ,0,0,0,0,0,0
Chloris gayana         ,"Fibrous, deep          ","Perennial grass, tufted up to 1.5m ","Linear, 10-30cm long, tough    ",Spike-like racemes; seeds            ,Drought-tolerant; heat-tolerant   ,Deep roots; grazing tolerance                ,0,Chloris gayana         ,0,0,0,0,0,0
Lolium perenne         ,"Fibrous, shallow       ","Perennial grass, tufted up to 0.7m ","Linear, 10-30cm long, soft     ",Dense panicles; seeds                ,Cold-tolerant; moist soils        ,Palatable; rapid regrowth                    ,0,Lolium perenne         ,0,0,0,0,0,0
Desmodium uncinatum    ,"Taproot, fibrous       ","Perennial herb, trailing up to 1m ","Trifoliate, 3-8cm long, hairy  ",Purple flowers; pods with seeds      ,Shade-tolerant; nitrogen-fixing   ,Nitrogen fixation; weed suppression          ,0,Desmodium uncinatum    ,0,0,0,0,0,0
Stylosanthes scabra    ,"Taproot, fibrous       ","Perennial herb, erect up to 0.8m ","Trifoliate, 2-6cm long, hairy  ",Yellow flowers; pods with seeds      ,Drought-tolerant; heat-tolerant   ,Nitrogen fixation; hard seeds                ,0,Stylosanthes scabra    ,0,0,0,0,0,0
Brachiaria decumbens   ,"Fibrous, deep          ","Perennial grass, creeping up to 1m ","Linear, 10-25cm long, glossy   ",Spike-like racemes; seeds            ,Drought-tolerant; acid soils      ,Palatable; pest resistance                   ,0,Brachiaria decumbens   ,0,0,0,0,0,0
Macroptilium atropurpureum ,"Taproot, fibrous   ","Perennial herb, trailing up to 1m ","Trifoliate, 3-10cm long, hairy ",Purple flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; climbing habit            ,0,Macroptilium atropurpureum ,0,0,0,0,0,0
Stenotaphrum secundatum ,"Fibrous, deep        ","Perennial grass, creeping up to 0.3m ","Linear, 5-15cm long, glossy    ",Spike-like racemes; seeds            ,Shade-tolerant; saline-tolerant   ,Stolons for spread; salt tolerance           ,0,Stenotaphrum secundatum ,0,0,0,0,0,0
Leucaena leucocephala  ,"Taproot, deep          ","Perennial tree, up to 10m   ","Bipinnate, 10-20cm long, feathery ",White flower heads; pods with seeds  ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; multipurpose use          ,0,Leucaena leucocephala  ,0,0,0,0,0,0
Zea mexicana           ,"Fibrous, extensive     ","Annual grass, erect up to 3m ","Broad linear, 30-80cm long     ",Monoecious tassel/ear; kernels       ,Moderate drought; heat-tolerant   ,High biomass; wild teosinte traits           ,0,Zea mexicana           ,0,0,0,0,0,0
Stylosanthes humilis   ,"Taproot, fibrous       ","Annual herb, erect up to 0.5m ","Trifoliate, 2-5cm long, hairy  ",Yellow flowers; pods with seeds      ,Drought-tolerant; nitrogen-fixing ,Nitrogen fixation; seed dormancy             ,0,Stylosanthes humilis   ,0,0,0,0,0,0
Trifolium repens       ,"Fibrous, shallow       ","Perennial herb, creeping up to 0.2m ","Trifoliate, 2-5cm long, glossy ",White flower heads; seeds            ,Cold-tolerant; moist soils        ,Nitrogen fixation; stolons for spread        ,0,Trifolium repens       ,0,0,0,0,0,0
Tagetes erecta          ,"Fibrous, shallow       ","Annual herb, erect up to 1m ","Pinnate, 5-15cm long, aromatic ",Composite yellow/orange flowers; seeds ,Drought-tolerant; heat-tolerant   ,Aromatic oils deter pests; long blooming     ,0,Tagetes erecta          ,0,0,0,0,0,0
Anthurium andreanum     ,"Fibrous, shallow       ","Perennial herb, up to 0.5m  ","Ovate-cordate, 10-20cm long, glossy ",Spadix with spathe; berries; rare    ,Shade-tolerant; high humidity     ,Waxy spathes for water retention; cut flowers ,0,Anthurium andreanum     ,0,0,0,0,0,0
Jasminum sambac         ,"Fibrous, shallow       ","Perennial shrub, up to 2m   ","Ovate, 5-10cm long, glossy     ",White fragrant flowers; berries      ,Moderate drought; tropical climates ,Fragrance attracts pollinators; double flowers ,0,Jasminum sambac         ,0,0,0,0,0,0
Cattleya spp.           ,"Fibrous, aerial roots  ","Epiphytic perennial, up to 0.5m ","Strap-like, 15-30cm long       ",Large colorful flowers; capsules     ,Shade-partial; high humidity      ,Pseudobulbs store water; hybrid vigor        ,0,Cattleya spp.           ,0,0,0,0,0,0
Callistephus chinensis  ,"Fibrous, shallow       ","Annual herb, erect up to 0.8m ","Ovate-lanceolate, 5-10cm long  ",Composite flowers; seeds             ,Moderate drought; cool climates   ,Diverse flower forms; disease resistance     ,0,Callistephus chinensis  ,0,0,0,0,0,0
Jasminum auriculatum    ,"Fibrous, shallow       ","Perennial shrub, up to 2m   ","Ovate, 3-8cm long, glossy      ",White fragrant flowers; berries      ,Moderate drought; tropical        ,Fragrance for pollination; rapid growth      ,0,Jasminum auriculatum    ,0,0,0,0,0,0
Oncidium spp.           ,"Fibrous, aerial roots  ","Epiphytic perennial, up to 0.5m ","Strap-like, 10-20cm long       ",Small clustered flowers; capsules    ,Shade-partial; high humidity      ,Pseudobulbs for water storage; dancing blooms ,0,Oncidium spp.           ,0,0,0,0,0,0
Dendrobium spp.         ,"Fibrous, aerial roots  ","Epiphytic perennial, up to 1m ","Strap-like, 10-30cm long       ",Sprays of flowers; capsules          ,Shade-partial; high humidity      ,Pseudobulbs; long-lasting flowers            ,0,Dendrobium spp.         ,0,0,0,0,0,0
Crossandra infundibuliformis ,"Fibrous, shallow    ","Perennial shrub, up to 1m   ","Ovate, 5-10cm long, glossy     ",Orange tubular flowers; capsules     ,Moderate drought; tropical        ,Bright flowers attract pollinators           ,0,Crossandra infundibuliformis ,0,0,0,0,0,0
Tagetes patula          ,"Fibrous, shallow       ","Annual herb, erect up to 0.6m ","Pinnate, 3-10cm long, aromatic ",Composite yellow/red flowers; seeds  ,Drought-tolerant; heat-tolerant   ,Compact growth; pest-repellent oils          ,0,Tagetes patula          ,0,0,0,0,0,0
Gladiolus spp.          ,"Corm, shallow          ","Perennial herb, erect up to 1.5m ","Sword-shaped, 30-60cm long     ",Spikes of flowers; corms             ,Moderate drought; prefers cool    ,Tall spikes for cutting; corm storage        ,0,Gladiolus spp.          ,0,0,0,0,0,0
Nelumbo nucifera        ,"Rhizomatous, deep      ","Aquatic perennial, up to 1.5m ","Round, 20-90cm wide, waxy      ",Pink/white flowers; seeds in pods    ,Flood-tolerant; heat-tolerant     ,Self-cleaning leaves; seed dormancy          ,0,Nelumbo nucifera        ,0,0,0,0,0,0
Mokara spp.             ,"Fibrous, aerial roots  ","Epiphytic hybrid, up to 0.7m ","Strap-like, 15-25cm long       ",Large colorful flowers; capsules     ,Shade-partial; high humidity      ,Hybrid vigor; long-lasting blooms            ,0,Mokara spp.             ,0,0,0,0,0,0
Phalaenopsis spp.       ,"Fibrous, aerial roots  ","Epiphytic perennial, up to 0.5m ","Oblong, 10-20cm long, leathery ",Arched flower spikes; capsules       ,Shade-tolerant; high humidity     ,Monopodial growth; extended blooming         ,0,Phalaenopsis spp.       ,0,0,0,0,0,0
Rosa spp.               ,"Fibrous, shallow       ","Perennial shrub, up to 2m   ","Pinnate, 5-15cm long, serrate  ",Large colorful flowers; hips         ,Moderate drought; prefers cool    ,Thorns deter herbivores; diverse cultivars   ,0,Rosa spp.               ,0,0,0,0,0,0
Jasminum grandiflorum   ,"Fibrous, shallow       ","Perennial shrub, up to 2.5m ","Ovate, 5-12cm long, glossy     ",White fragrant flowers; berries      ,Moderate drought; tropical        ,Fragrance for perfume; vigorous growth       ,0,Jasminum grandiflorum   ,0,0,0,0,0,0
Arachnis spp.           ,"Fibrous, aerial roots  ","Epiphytic perennial, up to 1m ","Strap-like, 15-30cm long       ",Large spider-like flowers; capsules  ,Shade-partial; high humidity      ,Long inflorescences; hybrid adaptability     ,0,Arachnis spp.           ,0,0,0,0,0,0
Jasminum multiflorum    ,"Fibrous, shallow       ","Perennial shrub, up to 2m   ","Ovate, 3-8cm long, glossy      ",White star-shaped flowers; berries   ,Moderate drought; tropical        ,Star-shaped blooms; rapid regeneration       ,0,Jasminum multiflorum    ,0,0,0,0,0,0
Polianthes tuberosa     ,"Bulbous, shallow       ","Perennial herb, erect up to 1m ","Linear, 30-60cm long, glossy   ",Fragrant white spikes; bulbs         ,Moderate drought; prefers warm    ,Strong fragrance; bulb storage               ,0,Polianthes tuberosa     ,0,0,0,0,0,0
Vanda spp.              ,"Fibrous, aerial roots  ","Epiphytic perennial, up to 1m ","Strap-like, 15-30cm long       ",Large colorful flowers; capsules     ,Shade-partial; high humidity      ,Thick leaves store water; vibrant colors     ,0,Vanda spp.              ,0,0,0,0,0,0
